"Title","Video ID","Upload date/timestamp"
"Coding Bootcamp Le Wagon | Demo Day #798","HOCKpdcltx4","2022-07-28T11:47:38Z"
"Coding Bootcamp Le Wagon | Demo Day #712 Mauritius","xBzYQ9nzbVs","2022-07-28T10:37:35Z"
"Coding Bootcamp Le Wagon | Demo Day #899 Mauritius","NRKyjT0OoGg","2022-07-28T10:27:05Z"
"Paris Demoday | Part-time Web Development batch #810","QtAhyYIKCLI","2022-07-20T11:16:21Z"
"Web Development Coding Bootcamp Tokyo | Le Wagon Demo Day - Spring 2022","R30r4k--040","2022-07-20T03:01:42Z"
"Le Wagon Melbourne Demo Day | Batch #887 | Web Development","ifgHj7f9fVg","2022-07-18T01:48:28Z"
"Coding Bootcamp Montreal | Meet Jeremy, Front-End Developer at Diff Agency","crhe6BhkoFM","2022-07-13T18:24:06Z"
"Isabella von Le Wagon München","7H-_Prc-ja4","2022-07-13T15:57:23Z"
"Le Wagon München","h1XDaBuykb8","2022-07-13T15:51:49Z"
"Le Wagon Cologne - Demo Day #890 Web Development & #891 Data Science","YQdPDi8R3O8","2022-07-13T10:44:59Z"
"Nantes & Rennes Demoday I Web Developpement & Data Batches #856 et #864","ihAYLmkVCx4","2022-07-11T13:08:49Z"
"1min Pitch\uff5c\u300cAllyMaps\u300d\u8eca\u6905\u5b50\u30e6\u30fc\u30b6\u30fc\u5411\u3051\u65c5\u884c\u8a08\u753b\u30a2\u30d7\u30ea\uff5cLe Wagon Tokyo","bfqztxNjMgQ","2022-07-08T07:36:16Z"
"Alumni Story | Seira Yun, a social entrepreneur and Le Wagon Tokyo graduate","PUdJ2vxyfbs","2022-07-06T06:42:31Z"
"Coding Bootcamp Montreal | Meet Martin, Backend Developer at Capable Health","KpBXpBwBj8k","2022-07-05T16:33:47Z"
"Formation développement web à Montréal | Rencontrez Rose, développeuse Front-End chez GoTo","JmYCuQV5GmU","2022-07-05T15:58:48Z"
"Coding Bootcamp Zurich | Le Wagon Demo Day - Web Development #888","q-7ooeregFY","2022-06-30T11:35:26Z"
"Le Wagon London Demo Day | Web Development Batch 901 & 902","yB-CzDoPWR0","2022-06-28T14:31:17Z"
"Le Wagon London Demo Day | Data Science Batch 900","0QMCos2K-FY","2022-06-28T14:04:32Z"
"Le Wagon Online | Demo Day | Batch 894","48A8eDmfywA","2022-06-26T20:30:35Z"
"Le Wagon Marseille Demoday I Batchs 835 & 844","akq63xtePDk","2022-06-23T13:58:48Z"
"Le Wagon Nice Demoday I Batch 835 & 836 I Web & Data Science","nGc_YMBqNJU","2022-06-23T13:54:32Z"
"Bordeaux Demoday | Développement Web & Data - Batch #789 & #799","4hQVUbIe264","2022-06-23T10:32:07Z"
"Le Wagon Amsterdam & Brussels Demo Day | Data Science batch #907","WGxQF4PSpo8","2022-06-22T14:54:20Z"
"Coding Bootcamp Lausanne | Le Wagon Demo Day - Batch Data Science #864","U8yj9-PFKfI","2022-06-21T11:21:14Z"
"Le Wagon Melbourne Demo Day | Batch #788 | Web Development","lZQDvZB9y8Q","2022-06-21T07:27:27Z"
"Le Wagon Melbourne Demo Day | Batch #787 | Web Development","EtgwZE8tK1M","2022-06-21T07:25:53Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day #790","CXC1A8NLBSU","2022-06-20T15:58:29Z"
"Le Wagon Amsterdam | Demo Day Web Development - Batch#906","LU9A6dvu0uY","2022-06-20T13:14:10Z"
"Paris Demoday | Data Science batch #862","vuKWs4Nq7z8","2022-06-20T10:38:09Z"
"Paris Demoday | Web Development batch #860 & #861","5IPmFDhZpbU","2022-06-20T10:02:13Z"
"Lisbon Double Demo Day | #865 Web Dev & #867 Data Science","SKYmXWtMmIY","2022-06-17T16:23:59Z"
"Le Wagon | Madrid #877 Data Science | Product Demo | GrocerEyes","bIf0APuHv5I","2022-06-17T14:41:07Z"
"Le Wagon | Madrid #877 Data Science | Product Demo | GoalDiggers","L_kmwgWbfCY","2022-06-17T11:07:58Z"
"Le Wagon | Madrid #877 Data Science | Product Demo | Real Estate Tracker","Qchscgh3NNI","2022-06-17T11:05:20Z"
"Le Wagon | Madrid #877 Data Science | Product Demo | DeepFeelings","z8_7bn57Log","2022-06-17T10:56:39Z"
"Le Wagon | Madrid #875 Web Dev | Product Demo | GOATED","t9sYldHnviA","2022-06-17T10:50:46Z"
"Le Wagon | Madrid #875 Web Dev | Product Demo | KADO","uJzV-Omdy7o","2022-06-17T10:48:40Z"
"Le Wagon | Madrid #875 Web Dev | Product Demo | FUTURAPP","5N3pUXSMp2Y","2022-06-17T10:46:04Z"
"Le Wagon | Madrid #875 Web Dev | Product Demo | DEAL","vdkg7WAHpgg","2022-06-17T10:38:21Z"
"Le Wagon celebrates 15,000 graduates","P1mv-weRuTQ","2022-06-15T07:30:04Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day #846 & #847","mm4M2U1Zm9U","2022-06-06T20:05:08Z"
"Demo Day | A Behind the Scenes Look","rTJBrQNxm8w","2022-06-03T09:36:06Z"
"Le Wagon Cologne - Demo Day #819 Web Development","L_VSHZ0K-ww","2022-06-01T13:56:04Z"
"Le Wagon Cologne - STARTUP BREAKFAST","BNyNbwNn2Qc","2022-06-01T08:50:43Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day - Batch #438","_GA3K2GBlyA","2022-05-30T21:07:12Z"
"Alumni Story | Aya | From Dentistry to Web Development","nZPLtojh6Rg","2022-05-25T04:50:09Z"
"Alumni Story | Athiley, Jamile & Marina, Software Developers at Thoughtworks","vJyE3wuFgVA","2022-05-24T15:45:47Z"
"Le Wagon Martinique Demo Day I Batch 827 I Web Development Full Time","J0fsgCJOJ3A","2022-05-24T10:37:05Z"
"Discover Le Wagon's 10 most iconic destinations","OM9xzQ8Kplo","2022-05-16T13:00:11Z"
"Alumni Story | Le Wagon Amsterdam | Claire - from CRM Marketing to Backend Developer","syywqh4GmQw","2022-05-09T08:40:58Z"
"Le Wagon has just arrived in Playa Del Carmen | Info Session","Uw5dU-Cye_E","2022-05-02T21:06:02Z"
"Coding Bootcamp Singapore | Le Wagon Demo Day - Web Development Batch #692","rBYyQByZdcw","2022-04-27T04:13:18Z"
"Coding Bootcamp Singapore | Le Wagon Demo Day - Data Science Batch #706","v9VH5fHq24Q","2022-04-27T03:46:21Z"
"Alumni Story | Ahmed, Full-time student launching his tech career","k4IVL13mnU0","2022-04-26T10:02:36Z"
"Coding Bootcamp Lausanne | Le Wagon Demo Day - Batch #765 & #838","oHo4x-nJk3w","2022-04-22T12:36:29Z"
"Coding Bootcamp Tel-Aviv | Le Wagon Demo Day - Batch#794","zug5qdZEa_E","2022-04-18T12:40:53Z"
"Le Wagon Berlin Demo Day I Batch 741 I Web Development Part Time","T4Ib1REdmXU","2022-04-14T14:04:44Z"
"Data Science Coding Bootcamp Tokyo | Le Wagon Demo Day - Winter 2022","-F3EDyv4pKo","2022-04-12T08:26:40Z"
"Le Wagon Melbourne Demo Day | Batch #709 | Data Science","AaCN0_x0lUM","2022-04-12T04:41:15Z"
"Web Development Coding Bootcamp Tokyo | Le Wagon Demo Day - Winter 2022","So6jxkBLk18","2022-04-12T01:26:32Z"
"Le Wagon Tokyo x Socious: Tech4Good Changemaker Scholarship","PPSPdez5vSo","2022-04-11T18:54:45Z"
"Alumni Story | Taha, Product Manager and Part-time Student","23JSvEiuc4o","2022-04-11T17:07:20Z"
"Nantes Demoday I Web Developpement & Data Batches #789 et #797","CDMdWBVJIis","2022-04-06T08:56:44Z"
"Le Wagon Berlin Demo Day I Batch 813 I Web Development","2uIrUrGG89c","2022-04-05T12:02:50Z"
"Le Wagon Berlin Demo Day I Batch 739 I Data Science Part Time","nuEaHKbxo8g","2022-04-01T07:35:43Z"
"Le Wagon Berlin Demo Day | Batches 814 & 815 | Data Science","lyFH0OvAV9w","2022-04-01T07:35:12Z"
"Le Wagon Berlin Demo Day I Batch 738 I Web Development Part Time","E8erCAf7OcQ","2022-03-31T12:53:12Z"
"Coding Bootcamp Dubai | Le Wagon Demo Day - Batch#792","oAQXbqX19GY","2022-03-30T10:25:29Z"
"Coding Bootcamp Madrid | Le Wagon Demo Day - Web Dev Batch #785","xPMh50YgXUk","2022-03-25T17:10:35Z"
"Le Wagon Brussels Demo Day | Web Development batch #826","TtD9ku9WZX8","2022-03-23T16:23:34Z"
"Le Wagon Amsterdam & Brussels Demo Day | Data Science batch #825","y6Omc1gQetE","2022-03-23T14:46:04Z"
"Coding Bootcamp Barcelona | Le Wagon Demo Day - Web Dev Batch #786","EXRc4ZUmNeQ","2022-03-23T12:30:48Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day Data Science #716","KQwvCyGINTM","2022-03-22T15:58:06Z"
"Amsterdam Demo Day | Part-time Web Development batch #746","BU8zzO3fy08","2022-03-22T12:51:26Z"
"Le Wagon Munich Demo Day Batches #782 & #783","3uPfDAGhoCk","2022-03-18T10:44:44Z"
"Paris Demoday | Data Science batch #802","vwwDGtuFbSQ","2022-03-18T10:29:14Z"
"Startup 101 in Covid Times (Live Zoom Panel)","W7FPym5VQAE","2020-05-05T06:33:34Z"
"Crack The Technical Interview (Live Zoom Panel)","urY47y3Z9FM","2020-05-04T09:05:14Z"
"Supercharge your CV and Linkedin (live zoom talk)","Z1oNLHBEHqE","2020-05-04T05:23:39Z"
"The Le Wagon Singapore Experience","mnFO6_12J7c","2020-04-28T05:48:00Z"
"Learn to code from home | A day in the life of a Le Wagon Online Student","lZ1qk89pdE8","2020-04-21T11:00:04Z"
"Coding Bootcamp Tokyo | Le Wagon Demo Day - Winter 2020","hV3tRDmsq-A","2020-04-21T01:16:23Z"
"Meet Romain Campech, batch 41, and hear how the Le Wagon community helped support his career change","BtJsIVP4fFc","2020-04-15T09:00:05Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day - Batches #370 and #371","XJjmx6FM17U","2020-04-13T17:01:26Z"
"Le Wagon Brussels","OCT6pjlSx3Q","2020-04-09T11:27:17Z"
"Coding Bootcamp Stockholm | Le Wagon Demo Day - Batch #376","sP5a4a_QZU0","2020-04-09T07:25:06Z"
"Meet Geoff Cheah from batch 123, and hear how Le Wagon gave him the confidence to change careers.","DasHl75vUDM","2020-04-08T09:00:05Z"
"Le Wagon Demo Day - Batch #368 | São Paulo","ASrewdeKjD4","2020-04-07T00:55:59Z"
"Bootcamp Barcelona  | Demo Day 377 Le Wagon","ssrKdoTof2I","2020-04-06T17:49:38Z"
"Coding bootcamp Montréal | Le Wagon Demo Day - Batch 316","hhfqt0Qp6CE","2020-04-06T16:28:19Z"
"Coding Bootcamp Lisbon | 3 apps developed at Le Wagon Lisbon - Demo Day Batch #337","RVw5UCXxIqc","2020-04-03T18:10:06Z"
"Coding Bootcamp Oslo | Le Wagon Demo Day - Batch #353","xLSIB4ky27U","2020-04-03T07:47:22Z"
"Le Wagon Bali Demo Day - Batch #349","JPPcDFA7_cM","2020-04-03T04:42:37Z"
"Demoday Batch 366 Nantes","E-15MxRZ4BU","2020-04-02T02:52:04Z"
"Coding Bootcamp Marseille | Le Wagon Demo Day - Batch #372","qj_WqVNLqeg","2020-04-01T20:40:32Z"
"How to build a fully-remote company with Alex Rios, Co-founder & CEO of HappyForce | Le Wagon Talks","kmywGU5BgeE","2020-03-31T18:56:32Z"
"Le Wagon Bootcamp Madrid | Demo Day 369","Opy7Ur7keEc","2020-03-30T21:21:46Z"
"Coding Bootcamp Lisbon | 8 apps developed at Le Wagon Lisbon - Demo Day Batch #346","6LAoQzzWfbc","2020-03-28T23:41:09Z"
"Paris Demoday | web development batch #350 #351","xXy05UBjGmU","2020-03-27T10:48:19Z"
"Data-driven corporate culture | Le Wagon Executive featuring System in Motion (WEBINAR REPLAY)","h8ubABK7tQ0","2020-03-27T04:17:12Z"
"User Experience | Le Wagon Executive by Stephane Delgado (WEBINAR REPLAY)","TEJXGDVAFuU","2020-03-27T04:12:41Z"
"What languages to learn to become a data scientist? \ud83d\udc68\u200d\ud83d\udcbb","hJ9ebYovLp8","2020-03-25T09:58:51Z"
"Coding Bootcamp Melbourne | Le Wagon Demo Day - Cohort #348","9OXtBHHA1FU","2020-03-25T00:37:37Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day - Batch #300 | Part-time","MZ18BOv_Hds","2020-03-23T17:25:17Z"
"Meet Sean Fox, UI/UX Designer at RESI and hear about hiring from Le Wagon coding bootcamp","4hxp1KeUTw4","2020-03-23T10:00:00Z"
"Coding Bootcamp Buenos Aires - Demo Day Batch #357","3SsOzX34TPc","2020-03-20T18:47:41Z"
"Meet Tom Dove, and hear about his career in tech after graduating the Le Wagon coding bootcamp.","HICfJx4GHCY","2020-03-20T10:00:03Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day - Batch #367","0-cd4M-xn1c","2020-03-19T15:14:56Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batches #360 and #361","L9Pvj2iJ6po","2020-03-18T11:56:15Z"
"Meet Jules Coleman, Founder & CTO at RESI, a hiring partner of Le Wagon London coding bootcamp.","Ygr1tXIgWfU","2020-03-18T09:00:14Z"
"Coding Bootcamp Lausanne | Le Wagon Demo Day - Batch #344","fU6i5kbuV9o","2020-03-17T09:15:08Z"
"International women's day webinar | Is China tech an equal world?","NPg6M6REGT8","2020-03-17T05:49:43Z"
"Paris Demoday | Data Science batch #359","GpA7oBWMgNs","2020-03-16T09:51:04Z"
"Le Wagon Lisbon Demoday #346","L10PjKoOai0","2020-03-14T20:25:24Z"
"Le Wagon Lisbon Demoday #346","hqvkcciUkDk","2020-03-13T19:48:18Z"
"Le Wagon Live Stream","Bn-1s6rXgEQ","2020-03-13T19:28:40Z"
"Le Wagon Live Stream","lLRd42rDQs0","2020-03-13T19:21:10Z"
"Meet Kaif, and hear how Le Wagon coding bootcamp supported him in his career change","mj4S7Mun2YE","2020-03-10T18:40:05Z"
"Meet Le Wagon alumni Anthony, and hear why he loves his new job as an Engineer at a growing startup.","Ey2HmiOQx9k","2020-03-10T17:36:53Z"
"Alumni Story | Myriam Chahlafi, fullstack developer at Tracktor","uhGCrHa7SZs","2020-03-10T13:43:20Z"
"Coding Bootcamp Lisbon | 8 apps developed at Le Wagon Lisbon - Demo Day Batch #346","4y8AZMHXJ-M","2020-03-10T13:27:03Z"
"Coding Bootcamp Lisbon | 8 apps developed at Le Wagon Lisbon - Demo Day Batch #346","dnvFz1eT0Fs","2020-03-10T13:20:39Z"
"Meet Technical Talent Manager Joe Burrow, hiring partners of Le Wagon London coding bootcamp.","L_j0U-buEpw","2020-03-10T12:03:24Z"
"Paris Demoday | Part-time batch #301","cjXbUMYE7MU","2020-03-09T11:38:00Z"
"fsrtb","fHXKXtFAYUY","2020-03-09T00:17:57Z"
"WEBINAR: Estude primeiro, pague depois","a2bxQW0hNUc","2020-03-06T06:06:13Z"
"Coding Bootcamp Amsterdam | Le Wagon Demo Day - Batch #286","2tIZv84yJI8","2020-03-04T09:50:45Z"
"State of Data in China | what's hype and what's reality about Data Science and Big Data","aOi-VQY-QmA","2020-03-04T04:16:23Z"
"Le Wagon sur BFM Business : notre première levée de fonds de 17 millions d'euros","NhseUfk4pPo","2020-03-03T09:44:12Z"
"Coronavirus (Covid-19) tracker on WeChat | Mini Program development course","37jQronuCYo","2020-03-03T06:09:48Z"
"Women in tech | Le Wagon alumna","TDa9KZl6tEw","2020-02-29T11:15:01Z"
"Coding Bootcamp Milano | Le Wagon Demo Day - Batch #339","BXH2YsWVz18","2020-02-12T12:36:09Z"
"Le Wagon Demo Day | Batch # 315 | Australia's #1 Coding Bootcamp","Pf-KZuNVVp4","2020-02-10T23:01:33Z"
"Coding Bootcamp Nantes | Le Wagon Demo Day - Batch #334","3PCvkni60Ww","2020-02-07T11:27:16Z"
"Coding Bootcamp Rennes | Le Wagon Demo Day - Batch #314","oEilor0K8Fw","2020-02-07T11:18:56Z"
"Coding Bootcamp Nantes | Demoday Batch #278","3CCg2e0Nr-Q","2020-02-07T11:14:36Z"
"Les carrières tech après Le Wagon | Ils recrutent nos alumni","GShGkzNwnNU","2020-02-06T15:39:10Z"
"Le Wagon Bali: Pocketwise","Y-W45tMMIDg","2020-02-03T08:51:12Z"
"Coding Bootcamp Tokyo | Le Wagon Demo Day - Fall 2019","fxlFz5q9tyY","2020-01-28T10:46:09Z"
"Coding Bootcamp Lyon | Le Wagon DemoDay - Batch #308","l_BYKIY8TCc","2020-01-28T09:26:55Z"
"Alumni Story | Karen Hoyos, Backend Software Engineer at Babbel","4UfK3vuU2a0","2020-01-24T07:29:20Z"
"Le Wagon turns 6 years old!","WYHEIIl1Beo","2020-01-15T11:34:23Z"
"Coding Bootcamp Barcelona | Le Wagon Demo Day #341","qUQZ5OuF9wM","2020-01-14T15:53:02Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day - Batch #322 & #323","uAbcMOV_2vA","2020-01-10T10:54:15Z"
"Alumni Story | Matt Pitt, co-founder at Pixel+Fox","ubKPzS1OAnQ","2020-01-10T09:34:51Z"
"How to prepare for the interview and talk to your boss for a higher salary\uff1f","n7yvquLWSfU","2020-01-08T09:24:06Z"
"Le Wagon Demo Day Batch #333","TKk1ZAJ01BE","2020-01-08T09:19:38Z"
"Coding Bootcamp Singapore | Le Wagon Demo Day - Batch #331","As1jqLQ9pXU","2019-12-30T01:29:35Z"
"WeChat development course Shanghai\uff5cProduct Demo: Plantopia | WeChat Mini Program \u5c0f\u7a0b\u5e8f","vu_KvZEtvEU","2019-12-26T15:46:46Z"
"Web Development Bootcamp Shanghai\uff5cProduct Demo: Locallectual","nwrnGmGiAR8","2019-12-26T14:03:06Z"
"Coding Bootcamp Shanghai\uff5cProduct Demo: I Can Tech | Web application","gNqVeS2kfn8","2019-12-26T14:01:53Z"
"WeChat development course Shanghai\uff5cProduct Demo: CurioCity | WeChat mini program \u5c0f\u7a0b\u5e8f!","QqKPkE5rW7E","2019-12-26T13:44:00Z"
"Coding Bootcamp Shanghai\uff5cProduct Demo: Let\u2019s Play | WeChat mini program \u5c0f\u7a0b\u5e8f!","NHn_EbnTBkU","2019-12-26T13:34:46Z"
"Coding bootcamp in Tel Aviv | Le Wagon Demo Day #324","Toe2ColbDco","2019-12-23T16:53:16Z"
"Le Wagon Paris Demo Day - Autumn 2019 - Batches #320 & #321","ZlPx37kPpRE","2019-12-19T12:00:46Z"
"Coding Bootcamp Amsterdam | Le Wagon Demo Day - Batch #309","m6b24RLGMfk","2019-12-18T17:19:46Z"
"Bootcamp de programación Madrid | Le Wagon DemoDay #311","0MJC9xZ8ie0","2019-12-18T16:05:37Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day - Batch #329","fgP_A61UBkM","2019-12-17T19:43:10Z"
"Coding Bootcamp Lausanne | Le Wagon Demo Day - Batch #326","Wao02XPB8Tg","2019-12-17T12:19:40Z"
"How much salary can a programmer earn in China\uff1f","hfD_IJoVEyY","2019-12-16T07:45:50Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batches #318 and #319","uayJ4QoKlVw","2019-12-10T15:12:47Z"
"Coding Bootcamp Lisbon | 8 apps developed at Le Wagon Lisbon - Demo Day Batch #312","lUUJoEvs8Uk","2019-12-06T20:58:34Z"
"Une Journe\u0301e au Wagon Lausanne","MgD_WvlLidU","2019-12-04T13:24:29Z"
"How to build a WeChat mini program?","ncb5sAusLyA","2019-12-03T10:07:15Z"
"Demo day Batch 302 - Easy Chef","2fjjMRI_YtI","2019-11-28T21:23:54Z"
"Coding Bootcamp Bali | Le Wagon Demo Day - Batch #306","YWLzbigofr8","2019-11-28T08:54:12Z"
"Demo day Batch 302 - We Drive It","CvXPWRtLi5o","2019-11-24T12:18:54Z"
"Demo day Batch 302 - Exclusiva","WHWn4VIn23A","2019-11-24T12:18:51Z"
"3 apps developed at Le Wagon Rio | Demo Day Batch #298 | Coding Bootcamp Rio de Janeiro","hPoUnBRURBY","2019-11-18T19:20:59Z"
"Le Wagon Marseille présenté par Virginie Dubois sur France 3","Ov-F2Pj3PDU","2019-11-18T14:22:14Z"
"Crash course on WeChat Mini Programs: best practices and FAQs (Shanghai, China)","lzkJudjfr74","2019-11-15T03:03:25Z"
"Coding Bootcamp Barcelona | Le Wagon Demo Day #275","OpIjSM5m7QM","2019-11-12T11:28:56Z"
"Ladies Who Tech: Change the future with code","7105eAOe9_4","2019-11-01T06:49:45Z"
"Alumni Story | Alexander Dubovoy, freelance developer and jazz-musician","gTRnD22LNVY","2019-10-31T15:13:27Z"
"Build applications in China | top-rated coding course Web & WeChat development","g5-TIJ1z1jk","2019-10-29T08:12:30Z"
"Coding Bootcamp Rio de Janeiro | 3 apps developed at Le Wagon Rio | Demo Day Batch #261","U5jy7_DhOsc","2019-10-25T18:53:45Z"
"Coding Bootcamp Oslo | Le Wagon Demo Day - Batch #299","Zf7V4xJFEoc","2019-10-24T07:01:21Z"
"Bootcamp de Programación Madrid | Le Wagon DemoDay #267","f_zCMICRmXo","2019-10-21T15:23:13Z"
"São Paulo Coding Bootcamp Demoday | Le Wagon Batch #296","SkPocbA5dxI","2019-10-19T18:00:16Z"
"Which programming language should you learn first?","mZy2bxPy0LA","2019-10-10T03:21:42Z"
"Coding Bootcamp Singapore | Le Wagon Demo Day - Batch #294","ak8qqkk2s2o","2019-10-09T04:01:19Z"
"Coding Bootcamp Tel Aviv - Le Wagon Demo Day #297","kwnJTryLdp8","2019-10-08T08:42:13Z"
"Le Wagon Montréal Hiring Day | When top tech companies meet our talented alumni","ZfCRQV15AFo","2019-10-03T19:52:21Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batch #241 | Part-time","VooogGgtPXo","2019-10-03T14:23:06Z"
"Coding Bootcamp Bordeaux | Le Wagon DemoDay Batch #276","MU08Xr0e5JA","2019-09-27T14:57:57Z"
"Coding Bootcamp Lyon | Le Wagon DemoDay - Batch #285","aYhkxN0SKsA","2019-09-27T09:28:18Z"
"Intelligence Artificielle Créative - 2019","DP167Xg8jSA","2019-09-25T12:54:33Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day - Batch #288","S8_b7fERUYM","2019-09-24T12:02:34Z"
"Coding Bootcamp Melbourne | Le Wagon Demo Day - Batch #295","oDfVEjsHXjA","2019-09-19T01:38:47Z"
"Demoday Batch #290 #291 Paris","hb8TT6Z1ptE","2019-09-18T09:49:15Z"
"Coding Bootcamp Tokyo | Le Wagon Demo Day - Summer 2019","H3Hn1oa019Q","2019-09-17T02:06:53Z"
"Coding Bootcamp Lisbon | 7 apps developed at Le Wagon Lisbon - Demo Day Batch #293","bdiafFZeRyQ","2019-09-13T19:15:50Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batch #287","TOaAPiKtnic","2019-09-12T16:32:55Z"
"Le Wagon Talk with Muge Ersoy, Engineering Manager, Spotify @ Google for Startups Campus London","osxVZBt0pgA","2019-09-11T17:21:55Z"
"Alumni Story} Louise, développeuse full-stack chez Poulpe","tNsGw7EniV0","2019-09-11T15:16:53Z"
"Coding Bootcamp Marseille | Le Wagon Demo Day - Batch #277","ObjeHVD3tCA","2019-09-11T15:15:04Z"
"Coding Bootcamp Lausanne | Le Wagon Demo Day - Batch #280","knVNZBeTrlQ","2019-09-11T09:18:58Z"
"Coding course Shanghai | Product Demo: TingBuDong | WeChat Mini Program #CreatedinChina","BLu9yClZh8o","2019-09-10T10:41:57Z"
"Coding course Shanghai | Product Demo: BizWiz #CreatedinChina","grGU2awjVCE","2019-09-10T10:37:47Z"
"Retours d'expérience des alumni du Batch de Printemps 2019 | Le Wagon Rennes","k8RZqaPmlI4","2019-09-10T10:35:54Z"
"Coding course Shanghai | Product Demo: Hacker Oasis #CreatedinChina","YAR7i43Klrg","2019-09-10T10:34:01Z"
"Coding course Shanghai | Product Demo: My Sport Buddies #CreatedinChina","PgmedQHurtU","2019-09-10T10:28:50Z"
"Coding course Shanghai | Product Demo: InterViewer #CreatedinChina","CJ2id6SWXMQ","2019-09-10T10:24:41Z"
"Coding Booktcamp Rennes | Le Wagon Demo Day - Batch #260 (Printemps 2019)","_gVX2RETKuM","2019-09-10T10:13:02Z"
"Coding course Shanghai | Product Demo: Taste Buddi | WeChat Mini Program #CreatedinChina","SaCM1Y01zSg","2019-09-10T10:08:42Z"
"How to get a job in tech | Hiring developers from Le Wagon coding bootcamp","C5egCnVohOc","2019-09-10T09:30:01Z"
"Coding Bootcamp Bali | Le Wagon Demo Day - Batch #273","6fIASbNv_Yg","2019-09-07T12:38:49Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day - Batch #281","gxGbLhHBCto","2019-09-06T23:40:47Z"
"Coding Bootcamp Tel Aviv | Le Wagon Demo Day Batch #264","ShqXn3hjz6w","2019-08-26T18:31:19Z"
"Women in Tech | Grace Ng: developer, entrepreneur, artist and global shaper","Y7ljhx0nkUA","2019-08-24T05:15:16Z"
"Alex Interview","Vbm0NcNRnN8","2019-08-19T10:39:39Z"
"Coding Bootcamp Oslo | Le Wagon - Batch #269 DemoDay","3dS2QpsbMps","2019-08-15T09:37:42Z"
"10 days to build a WeChat Mini Program \u5fae\u4fe1\u5c0f\u7a0b\u5e8f - 2019","3kpQognaIhw","2019-08-15T05:40:35Z"
